# EUCKP.TXT
0xDDC7	0x8B17	# 謗
0xDDC8	0x90A6	# 邦
0xDDC9	0x9632	# 防
0xDDCA	0x9F90	# 龐
0xDDCB	0x5E61	# 幡
0xDDCC	0x6A0A	# 樊
0xDDCD	0x7169	# 煩
0xDDCE	0x71D4	# 燔
0xDDCF	0x756A	# 番
0xDDD0	0x7E41	# 繁
0xDDD1	0x8543	# 蕃
0xDDD2	0x85E9	# 藩
0xDDD3	0x98DC	# 飜
0xDDD4	0x4F10	# 伐
0xDDD5	0x7B4F	# 筏
0xDDD6	0x7F70	# 罰
0xDDD7	0x95A5	# 閥
0xDDD8	0x51E1	# 凡
0xDDD9	0x5E06	# 帆
0xDDDA	0x68B5	# 梵
0xDDDB	0x6C3E	# 氾
0xDDDC	0x6C4E	# 汎
0xDDDD	0x6CDB	# 泛
0xDDDE	0x72AF	# 犯
0xDDDF	0x7BC4	# 範
0xDDE0	0x8303	# 范
0xDDE1	0x6CD5	# 法
0xDDE2	0x743A	# 琺
0xDDE3	0x50FB	# 僻
0xDDE4	0x5288	# 劈
0xDDE5	0x58C1	# 壁
0xDDE6	0x64D8	# 擘
0xDDE7	0x6A97	# 檗
0xDDE8	0x74A7	# 璧
0xDDE9	0x7656	# 癖
0xDDEA	0x78A7	# 碧
0xDDEB	0x8617	# 蘗
0xDDEC	0x95E2	# 闢
0xDDED	0x9739	# 霹
0xDDEE	0x535E	# 卞
0xDDEF	0x5F01	# 弁
0xDDF0	0x5FA7	# 徧
0xDDF1	0x8B8A	# 變
0xDDF2	0x8FA8	# 辨
0xDDF3	0x8FAF	# 辯
0xDDF4	0x908A	# 邊
0xDDF5	0x5225	# 別
0xDDF6	0x77A5	# 瞥
0xDDF7	0x9C49	# 鱉
0xDDF8	0x9F08	# 鼈
0xDDF9	0x4E19	# 丙
0xDDFA	0x5002	# 倂
0xDDFB	0x5175	# 兵
0xDDFC	0x5C5B	# 屛
0xDDFD	0x5E77	# 幷
0xDDFE	0x661E	# 昞
0xDEA1	0x663A	# 昺
0xDEA2	0x67C4	# 柄
0xDEA3	0x68C5	# 棅
0xDEA4	0x70B3	# 炳
0xDEA5	0x7501	# 甁
0xDEA6	0x75C5	# 病
0xDEA7	0x79C9	# 秉
0xDEA8	0x7ADD	# 竝
0xDEA9	0x8F27	# 輧
0xDEAA	0x9920	# 餠
0xDEAB	0x9A08	# 騈
0xDEAC	0x4FDD	# 保
0xDEAD	0x5831	# 報
0xDEAE	0x5821	# 堡
0xDEAF	0x5BF6	# 寶
0xDEB0	0x666E	# 普
0xDEB1	0x6B65	# 步
0xDEB2	0x6E7A	# 湺
0xDEB3	0x6F7D	# 潽
0xDEB4	0x73E4	# 珤
0xDEB5	0x752B	# 甫
0xDEB6	0x83E9	# 菩
0xDEB7	0x88DC	# 補
0xDEB8	0x8913	# 褓
0xDEB9	0x8B5C	# 譜
0xDEBA	0x8F14	# 輔
0xDEBB	0x4F0F	# 伏
0xDEBC	0x50D5	# 僕
0xDEBD	0x5310	# 匐
0xDEBE	0x535C	# 卜
0xDEBF	0x5B93	# 宓
0xDEC0	0x5FA9	# 復
0xDEC1	0x670D	# 服
0xDEC2	0x6D11	# 洑
0xDEC3	0x798F	# 福
0xDEC4	0x8179	# 腹
0xDEC5	0x832F	# 茯
0xDEC6	0x8514	# 蔔
0xDEC7	0x8907	# 複
0xDEC8	0x8986	# 覆
0xDEC9	0x8F39	# 輹
0xDECA	0x99A5	# 馥
0xDECB	0x9C12	# 鰒
0xDECC	0x672C	# 本
0xDECD	0x4E76	# 乶
0xDECE	0x4E30	# 丰
0xDECF	0x4FF8	# 俸
0xDED0	0x5949	# 奉
0xDED1	0x5C01	# 封
0xDED2	0x5CEF	# 峯
0xDED3	0x5CF0	# 峰
0xDED4	0x6367	# 捧
0xDED5	0x68D2	# 棒
0xDED6	0x70FD	# 烽
0xDED7	0x71A2	# 熢
0xDED8	0x742B	# 琫
0xDED9	0x7E2B	# 縫
0xDEDA	0x84EC	# 蓬
0xDEDB	0x8702	# 蜂
0xDEDC	0x9022	# 逢
0xDEDD	0x92D2	# 鋒
0xDEDE	0x9CF3	# 鳳
0xDEDF	0x4ED8	# 付
0xDEE0	0x4FEF	# 俯
0xDEE1	0x5085	# 傅
0xDEE2	0x5256	# 剖
0xDEE3	0x526F	# 副
0xDEE4	0x5426	# 否
0xDEE5	0x5490	# 咐
0xDEE6	0x57E0	# 埠
0xDEE7	0x592B	# 夫
0xDEE8	0x5A66	# 婦
0xDEE9	0x5B5A	# 孚
0xDEEA	0x5B75	# 孵
0xDEEB	0x5BCC	# 富
0xDEEC	0x5E9C	# 府
0xDEED	0x6276	# 扶
0xDEEE	0x6577	# 敷
0xDEEF	0x65A7	# 斧
0xDEF0	0x6D6E	# 浮
0xDEF1	0x6EA5	# 溥
0xDEF2	0x7236	# 父
0xDEF3	0x7B26	# 符
0xDEF4	0x7C3F	# 簿
0xDEF5	0x7F36	# 缶
0xDEF6	0x8150	# 腐
0xDEF7	0x8151	# 腑
0xDEF8	0x819A	# 膚
0xDEF9	0x8240	# 艀
0xDEFA	0x8299	# 芙
0xDEFB	0x83A9	# 莩
0xDEFC	0x8A03	# 訃
0xDEFD	0x8CA0	# 負
0xDEFE	0x8CE6	# 賦
0xDFA1	0x8CFB	# 賻
0xDFA2	0x8D74	# 赴
0xDFA3	0x8DBA	# 趺
0xDFA4	0x90E8	# 部
0xDFA5	0x91DC	# 釜
0xDFA6	0x961C	# 阜
0xDFA7	0x9644	# 附
0xDFA8	0x99D9	# 駙
0xDFA9	0x9CE7	# 鳧
0xDFAA	0x5317	# 北
0xDFAB	0x5206	# 分
0xDFAC	0x5429	# 吩
0xDFAD	0x5674	# 噴
0xDFAE	0x58B3	# 墳
0xDFAF	0x5954	# 奔
0xDFB0	0x596E	# 奮
0xDFB1	0x5FFF	# 忿
0xDFB2	0x61A4	# 憤
0xDFB3	0x626E	# 扮
0xDFB4	0x6610	# 昐
0xDFB5	0x6C7E	# 汾
0xDFB6	0x711A	# 焚
0xDFB7	0x76C6	# 盆
0xDFB8	0x7C89	# 粉
0xDFB9	0x7CDE	# 糞
0xDFBA	0x7D1B	# 紛
0xDFBB	0x82AC	# 芬
0xDFBC	0x8CC1	# 賁
0xDFBD	0x96F0	# 雰
0xDFBE	0x4E0D	# 不
0xDFBF	0x4F5B	# 佛
0xDFC0	0x5F17	# 弗
0xDFC1	0x5F7F	# 彿
0xDFC2	0x62C2	# 拂
0xDFC3	0x5D29	# 崩
0xDFC4	0x670B	# 朋
0xDFC5	0x68DA	# 棚
0xDFC6	0x787C	# 硼
0xDFC7	0x7E43	# 繃
0xDFC8	0x9D6C	# 鵬
0xDFC9	0x4E15	# 丕
0xDFCA	0x5099	# 備
0xDFCB	0x5315	# 匕
0xDFCC	0x532A	# 匪
0xDFCD	0x5351	# 卑
0xDFCE	0x5983	# 妃
0xDFCF	0x5A62	# 婢
0xDFD0	0x5E87	# 庇
0xDFD1	0x60B2	# 悲
0xDFD2	0x618A	# 憊
0xDFD3	0x6249	# 扉
0xDFD4	0x6279	# 批
0xDFD5	0x6590	# 斐
0xDFD6	0x6787	# 枇
0xDFD7	0x69A7	# 榧
0xDFD8	0x6BD4	# 比
0xDFD9	0x6BD6	# 毖
0xDFDA	0x6BD7	# 毗
0xDFDB	0x6BD8	# 毘
0xDFDC	0x6CB8	# 沸
0xDFDD	0x6CCC	# 泌
0xDFDE	0x7435	# 琵
0xDFDF	0x75FA	# 痺
0xDFE0	0x7812	# 砒
0xDFE1	0x7891	# 碑
0xDFE2	0x79D5	# 秕
0xDFE3	0x79D8	# 秘
0xDFE4	0x7C83	# 粃
0xDFE5	0x7DCB	# 緋
0xDFE6	0x7FE1	# 翡
0xDFE7	0x80A5	# 肥
0xDFE8	0x813E	# 脾
0xDFE9	0x81C2	# 臂
0xDFEA	0x83F2	# 菲
0xDFEB	0x871A	# 蜚
0xDFEC	0x88E8	# 裨
0xDFED	0x8AB9	# 誹
0xDFEE	0x8B6C	# 譬
0xDFEF	0x8CBB	# 費
0xDFF0	0x9119	# 鄙
0xDFF1	0x975E	# 非
0xDFF2	0x98DB	# 飛
0xDFF3	0x9F3B	# 鼻
0xDFF4	0x56AC	# 嚬
0xDFF5	0x5B2A	# 嬪
0xDFF6	0x5F6C	# 彬
0xDFF7	0x658C	# 斌
0xDFF8	0x6AB3	# 檳
0xDFF9	0x6BAF	# 殯
0xDFFA	0x6D5C	# 浜
0xDFFB	0x6FF1	# 濱
0xDFFC	0x7015	# 瀕
0xDFFD	0x725D	# 牝
0xDFFE	0x73AD	# 玭
0xE0A1	0x8CA7	# 貧
0xE0A2	0x8CD3	# 賓
0xE0A3	0x8D07	# 贇
0xE0A4	0x983B	# 頻
0xE0A5	0x6C37	# 氷
0xE0A6	0x6191	# 憑
0xE0A7	0x8058	# 聘
0xE0A8	0x99AE	# 馮
0xE0A9	0x9A01	# 騁
0xE0AA	0x500D	# 倍
0xE0AB	0x4FF3	# 俳
0xE0AC	0x57F9	# 培
0xE0AD	0x5F98	# 徘
0xE0AE	0x62DC	# 拜
0xE0AF	0x6392	# 排
0xE0B0	0x676F	# 杯
0xE0B1	0x6E43	# 湃
0xE0B2	0x7119	# 焙
0xE0B3	0x76C3	# 盃
0xE0B4	0x80CC	# 背
0xE0B5	0x80DA	# 胚
0xE0B6	0x88F4	# 裴
0xE0B7	0x88F5	# 裵
0xE0B8	0x8919	# 褙
0xE0B9	0x8CE0	# 賠
0xE0BA	0x8F29	# 輩
0xE0BB	0x914D	# 配
0xE0BC	0x966A	# 陪
0xE0BD	0x4F2F	# 伯
0xE0BE	0x4F70	# 佰
0xE0BF	0x5E1B	# 帛
0xE0C0	0x67CF	# 柏
0xE0C1	0x6822	# 栢
0xE0C2	0x767D	# 白
0xE0C3	0x767E	# 百
0xE0C4	0x9B44	# 魄
0xE0C5	0x4E4D	# 乍
0xE0C6	0x4E8B	# 事
0xE0C7	0x4E9B	# 些
0xE0C8	0x4ED5	# 仕
0xE0C9	0x4F3A	# 伺
0xE0CA	0x4F3C	# 似
0xE0CB	0x4F7F	# 使
0xE0CC	0x4FDF	# 俟
0xE0CD	0x53F2	# 史
0xE0CE	0x53F8	# 司
0xE0CF	0x5506	# 唆
0xE0D0	0x55E3	# 嗣
0xE0D1	0x56DB	# 四
0xE0D2	0x58EB	# 士
0xE0D3	0x5962	# 奢
0xE0D4	0x5A11	# 娑
0xE0D5	0x5BEB	# 寫
0xE0D6	0x5BFA	# 寺
0xE0D7	0x5C04	# 射
0xE0D8	0x5DF3	# 巳
0xE0D9	0x5E2B	# 師
0xE0DA	0x5F99	# 徙
0xE0DB	0x601D	# 思
0xE0DC	0x6368	# 捨
0xE0DD	0x659C	# 斜
0xE0DE	0x65AF	# 斯
0xE0DF	0x67F6	# 柶
0xE0E0	0x67FB	# 査
0xE0E1	0x68AD	# 梭
0xE0E2	0x6B7B	# 死
0xE0E3	0x6C99	# 沙
0xE0E4	0x6CD7	# 泗
0xE0E5	0x6E23	# 渣
0xE0E6	0x7009	# 瀉
0xE0E7	0x7345	# 獅
0xE0E8	0x7802	# 砂
0xE0E9	0x793E	# 社
0xE0EA	0x7940	# 祀
0xE0EB	0x7960	# 祠
0xE0EC	0x79C1	# 私
0xE0ED	0x7BE9	# 篩
0xE0EE	0x7D17	# 紗
0xE0EF	0x7D72	# 絲
0xE0F0	0x8086	# 肆
0xE0F1	0x820D	# 舍
0xE0F2	0x838E	# 莎
0xE0F3	0x84D1	# 蓑
0xE0F4	0x86C7	# 蛇
0xE0F5	0x88DF	# 裟
0xE0F6	0x8A5E	# 詞
0xE0F7	0x8A50	# 詐
0xE0F8	0x8B1D	# 謝
0xE0F9	0x8CDC	# 賜
0xE0FA	0x8D66	# 赦
0xE0FB	0x8FAD	# 辭
0xE0FC	0x90AA	# 邪
0xE0FD	0x98FC	# 飼
0xE0FE	0x99DF	# 駟
0xE1A1	0x9E9D	# 麝
0xE1A2	0x524A	# 削
0xE1A3	0x6714	# 朔
0xE1A4	0x5098	# 傘
0xE1A5	0x522A	# 刪
0xE1A6	0x5C71	# 山
0xE1A7	0x6563	# 散
0xE1A8	0x6C55	# 汕
0xE1A9	0x73CA	# 珊
0xE1AA	0x7523	# 産
0xE1AB	0x759D	# 疝
0xE1AC	0x7B97	# 算
0xE1AD	0x849C	# 蒜
0xE1AE	0x9178	# 酸
0xE1AF	0x9730	# 霰
0xE1B0	0x4E77	# 乷
0xE1B1	0x6492	# 撒
0xE1B2	0x6BBA	# 殺
0xE1B3	0x715E	# 煞
0xE1B4	0x85A9	# 薩
0xE1B5	0x4E09	# 三
0xE1B6	0x6749	# 杉
0xE1B7	0x68EE	# 森
0xE1B8	0x6EF2	# 滲
0xE1B9	0x829F	# 芟
0xE1BA	0x8518	# 蔘
0xE1BB	0x886B	# 衫
0xE1BC	0x63F7	# 揷
0xE1BD	0x6F81	# 澁
0xE1BE	0x970E	# 霎
0xE1BF	0x9212	# 鈒
0xE1C0	0x9364	# 鍤
0xE1C1	0x98AF	# 颯
0xE1C2	0x4E0A	# 上
0xE1C3	0x50B7	# 傷
0xE1C4	0x50CF	# 像
0xE1C5	0x511F	# 償
0xE1C6	0x5546	# 商
0xE1C7	0x55AA	# 喪
0xE1C8	0x5617	# 嘗
0xE1C9	0x5B40	# 孀
0xE1CA	0x5C19	# 尙
0xE1CB	0x5CE0	# 峠
0xE1CC	0x5E38	# 常
0xE1CD	0x5E8A	# 床
0xE1CE	0x5EA0	# 庠
0xE1CF	0x5EC2	# 廂
0xE1D0	0x60F3	# 想
0xE1D1	0x6851	# 桑
0xE1D2	0x6A61	# 橡
0xE1D3	0x6E58	# 湘
0xE1D4	0x723D	# 爽
0xE1D5	0x7240	# 牀
0xE1D6	0x72C0	# 狀
0xE1D7	0x76F8	# 相
0xE1D8	0x7965	# 祥
0xE1D9	0x7BB1	# 箱
0xE1DA	0x7FD4	# 翔
0xE1DB	0x88F3	# 裳
0xE1DC	0x89F4	# 觴
0xE1DD	0x8A73	# 詳
0xE1DE	0x8C61	# 象
0xE1DF	0x8CDE	# 賞
0xE1E0	0x971C	# 霜
0xE1E1	0x5885	# 墅
0xE1E2	0x58FB	# 壻
0xE1E3	0x5DBC	# 嶼
0xE1E4	0x5E8F	# 序
0xE1E5	0x5EB6	# 庶
0xE1E6	0x5F90	# 徐
0xE1E7	0x6055	# 恕
0xE1E8	0x6292	# 抒
0xE1E9	0x637F	# 捿
0xE1EA	0x654D	# 敍
0xE1EB	0x6691	# 暑
0xE1EC	0x66D9	# 曙
0xE1ED	0x66F8	# 書
0xE1EE	0x6816	# 栖
0xE1EF	0x68F2	# 棲
0xE1F0	0x7280	# 犀
0xE1F1	0x745E	# 瑞
0xE1F2	0x7B6E	# 筮
0xE1F3	0x7D6E	# 絮
0xE1F4	0x7DD6	# 緖
0xE1F5	0x7F72	# 署
0xE1F6	0x80E5	# 胥
0xE1F7	0x8212	# 舒
0xE1F8	0x85AF	# 薯
0xE1F9	0x897F	# 西
0xE1FA	0x8A93	# 誓
0xE1FB	0x901D	# 逝
0xE1FC	0x92E4	# 鋤
0xE1FD	0x9ECD	# 黍
0xE1FE	0x9F20	# 鼠
0xE2A1	0x5915	# 夕
0xE2A2	0x596D	# 奭
0xE2A3	0x5E2D	# 席
0xE2A4	0x60DC	# 惜
0xE2A5	0x6614	# 昔
0xE2A6	0x6673	# 晳
0xE2A7	0x6790	# 析
0xE2A8	0x6C50	# 汐
0xE2A9	0x6DC5	# 淅
0xE2AA	0x6F5F	# 潟
0xE2AB	0x77F3	# 石
0xE2AC	0x78A9	# 碩
0xE2AD	0x84C6	# 蓆
0xE2AE	0x91CB	# 釋
0xE2AF	0x932B	# 錫
0xE2B0	0x4ED9	# 仙
0xE2B1	0x50CA	# 僊
0xE2B2	0x5148	# 先
0xE2B3	0x5584	# 善
0xE2B4	0x5B0B	# 嬋
0xE2B5	0x5BA3	# 宣
0xE2B6	0x6247	# 扇
0xE2B7	0x657E	# 敾
0xE2B8	0x65CB	# 旋
0xE2B9	0x6E32	# 渲
0xE2BA	0x717D	# 煽
0xE2BB	0x7401	# 琁
0xE2BC	0x7444	# 瑄
0xE2BD	0x7487	# 璇
0xE2BE	0x74BF	# 璿
0xE2BF	0x766C	# 癬
0xE2C0	0x79AA	# 禪
0xE2C1	0x7DDA	# 線
0xE2C2	0x7E55	# 繕
0xE2C3	0x7FA8	# 羨
0xE2C4	0x817A	# 腺
0xE2C5	0x81B3	# 膳
0xE2C6	0x8239	# 船
0xE2C7	0x861A	# 蘚
0xE2C8	0x87EC	# 蟬
0xE2C9	0x8A75	# 詵
0xE2CA	0x8DE3	# 跣
0xE2CB	0x9078	# 選
0xE2CC	0x9291	# 銑
0xE2CD	0x9425	# 鐥
0xE2CE	0x994D	# 饍
0xE2CF	0x9BAE	# 鮮
0xE2D0	0x5368	# 卨
0xE2D1	0x5C51	# 屑
0xE2D2	0x6954	# 楔
0xE2D3	0x6CC4	# 泄
0xE2D4	0x6D29	# 洩
0xE2D5	0x6E2B	# 渫
0xE2D6	0x820C	# 舌
0xE2D7	0x859B	# 薛
0xE2D8	0x893B	# 褻
0xE2D9	0x8A2D	# 設
0xE2DA	0x8AAA	# 說
0xE2DB	0x96EA	# 雪
0xE2DC	0x9F67	# 齧
0xE2DD	0x5261	# 剡
0xE2DE	0x66B9	# 暹
0xE2DF	0x6BB2	# 殲
0xE2E0	0x7E96	# 纖
0xE2E1	0x87FE	# 蟾
0xE2E2	0x8D0D	# 贍
0xE2E3	0x9583	# 閃
0xE2E4	0x965D	# 陝
0xE2E5	0x651D	# 攝
0xE2E6	0x6D89	# 涉
0xE2E7	0x71EE	# 燮
0xE2E8	0x57CE	# 城
0xE2E9	0x59D3	# 姓
0xE2EA	0x5BAC	# 宬
0xE2EB	0x6027	# 性
0xE2EC	0x60FA	# 惺
0xE2ED	0x6210	# 成
0xE2EE	0x661F	# 星
0xE2EF	0x665F	# 晟
0xE2F0	0x7329	# 猩
0xE2F1	0x73F9	# 珹
0xE2F2	0x76DB	# 盛
0xE2F3	0x7701	# 省
0xE2F4	0x7B6C	# 筬
0xE2F5	0x8056	# 聖
0xE2F6	0x8072	# 聲
0xE2F7	0x8165	# 腥
0xE2F8	0x8AA0	# 誠
0xE2F9	0x9192	# 醒
0xE2FA	0x53EC	# 召
0xE2FB	0x562F	# 嘯
0xE2FC	0x5851	# 塑
0xE2FD	0x5BB5	# 宵
0xE2FE	0x5C0F	# 小
0xE3A1	0x5C11	# 少
0xE3A2	0x5DE2	# 巢
0xE3A3	0x6240	# 所
0xE3A4	0x6383	# 掃
0xE3A5	0x6414	# 搔
0xE3A6	0x662D	# 昭
0xE3A7	0x68B3	# 梳
0xE3A8	0x6CBC	# 沼
0xE3A9	0x6D88	# 消
0xE3AA	0x6EAF	# 溯
0xE3AB	0x701F	# 瀟
0xE3AC	0x70A4	# 炤
0xE3AD	0x71D2	# 燒
0xE3AE	0x7526	# 甦
0xE3AF	0x758F	# 疏
0xE3B0	0x758E	# 疎
0xE3B1	0x7619	# 瘙
0xE3B2	0x7B11	# 笑
0xE3B3	0x7BE0	# 篠
0xE3B4	0x7C2B	# 簫
0xE3B5	0x7D20	# 素
0xE3B6	0x7D39	# 紹
0xE3B7	0x852C	# 蔬
0xE3B8	0x856D	# 蕭
0xE3B9	0x8607	# 蘇
0xE3BA	0x8A34	# 訴
0xE3BB	0x900D	# 逍
0xE3BC	0x9061	# 遡
0xE3BD	0x90B5	# 邵
0xE3BE	0x92B7	# 銷
0xE3BF	0x97F6	# 韶
0xE3C0	0x9A37	# 騷
0xE3C1	0x4FD7	# 俗
0xE3C2	0x5C6C	# 屬
0xE3C3	0x675F	# 束
0xE3C4	0x6D91	# 涑
0xE3C5	0x7C9F	# 粟
0xE3C6	0x7E8C	# 續
0xE3C7	0x8B16	# 謖
0xE3C8	0x8D16	# 贖
0xE3C9	0x901F	# 速
0xE3CA	0x5B6B	# 孫
0xE3CB	0x5DFD	# 巽
0xE3CC	0x640D	# 損
0xE3CD	0x84C0	# 蓀
0xE3CE	0x905C	# 遜
0xE3CF	0x98E1	# 飡
0xE3D0	0x7387	# 率
0xE3D1	0x5B8B	# 宋
0xE3D2	0x609A	# 悚
0xE3D3	0x677E	# 松
0xE3D4	0x6DDE	# 淞
0xE3D5	0x8A1F	# 訟
0xE3D6	0x8AA6	# 誦
0xE3D7	0x9001	# 送
0xE3D8	0x980C	# 頌
0xE3D9	0x4FEE	# 修
0xE3DA	0x53D7	# 受
0xE3DB	0x552E	# 售
0xE3DC	0x55FD	# 嗽
0xE3DD	0x56DA	# 囚
0xE3DE	0x5782	# 垂
0xE3DF	0x58FD	# 壽
0xE3E0	0x5AC2	# 嫂
0xE3E1	0x5B88	# 守
0xE3E2	0x5CAB	# 岫
0xE3E3	0x5CC0	# 峀
0xE3E4	0x5E25	# 帥
0xE3E5	0x6101	# 愁
0xE3E6	0x620D	# 戍
0xE3E7	0x624B	# 手
0xE3E8	0x6388	# 授
0xE3E9	0x641C	# 搜
0xE3EA	0x6536	# 收
0xE3EB	0x6578	# 數
0xE3EC	0x6A39	# 樹
0xE3ED	0x6B8A	# 殊
0xE3EE	0x6C34	# 水
0xE3EF	0x6D19	# 洙
0xE3F0	0x6F31	# 漱
0xE3F1	0x71E7	# 燧
0xE3F2	0x72E9	# 狩
0xE3F3	0x7378	# 獸
0xE3F4	0x7407	# 琇
0xE3F5	0x74B2	# 璲
0xE3F6	0x7626	# 瘦
0xE3F7	0x7761	# 睡
0xE3F8	0x79C0	# 秀
0xE3F9	0x7A57	# 穗
0xE3FA	0x7AEA	# 竪
0xE3FB	0x7CB9	# 粹
0xE3FC	0x7D8F	# 綏
0xE3FD	0x7DAC	# 綬
0xE3FE	0x7E61	# 繡
0xE4A1	0x7F9E	# 羞
0xE4A2	0x8129	# 脩
0xE4A3	0x8331	# 茱
0xE4A4	0x8490	# 蒐
0xE4A5	0x84DA	# 蓚
0xE4A6	0x85EA	# 藪
0xE4A7	0x8896	# 袖
0xE4A8	0x8AB0	# 誰
0xE4A9	0x8B90	# 讐
0xE4AA	0x8F38	# 輸
0xE4AB	0x9042	# 遂
0xE4AC	0x9083	# 邃
0xE4AD	0x916C	# 酬
0xE4AE	0x9296	# 銖
0xE4AF	0x92B9	# 銹
0xE4B0	0x968B	# 隋
0xE4B1	0x96A7	# 隧
0xE4B2	0x96A8	# 隨
0xE4B3	0x96D6	# 雖
0xE4B4	0x9700	# 需
0xE4B5	0x9808	# 須
0xE4B6	0x9996	# 首
0xE4B7	0x9AD3	# 髓
0xE4B8	0x9B1A	# 鬚
0xE4B9	0x53D4	# 叔
0xE4BA	0x587E	# 塾
0xE4BB	0x5919	# 夙
0xE4BC	0x5B70	# 孰
0xE4BD	0x5BBF	# 宿
0xE4BE	0x6DD1	# 淑
0xE4BF	0x6F5A	# 潚
0xE4C0	0x719F	# 熟
0xE4C1	0x7421	# 琡
0xE4C2	0x74B9	# 璹
0xE4C3	0x8085	# 肅
0xE4C4	0x83FD	# 菽
0xE4C5	0x5DE1	# 巡
0xE4C6	0x5F87	# 徇
0xE4C7	0x5FAA	# 循
0xE4C8	0x6042	# 恂
0xE4C9	0x65EC	# 旬
0xE4CA	0x6812	# 栒
0xE4CB	0x696F	# 楯
0xE4CC	0x6A53	# 橓
0xE4CD	0x6B89	# 殉
0xE4CE	0x6D35	# 洵
0xE4CF	0x6DF3	# 淳
0xE4D0	0x73E3	# 珣
0xE4D1	0x76FE	# 盾
0xE4D2	0x77AC	# 瞬
0xE4D3	0x7B4D	# 筍
0xE4D4	0x7D14	# 純
0xE4D5	0x8123	# 脣
0xE4D6	0x821C	# 舜
0xE4D7	0x8340	# 荀
0xE4D8	0x84F4	# 蓴
0xE4D9	0x8563	# 蕣
0xE4DA	0x8A62	# 詢
0xE4DB	0x8AC4	# 諄
0xE4DC	0x9187	# 醇
0xE4DD	0x931E	# 錞
0xE4DE	0x9806	# 順
0xE4DF	0x99B4	# 馴
0xE4E0	0x620C	# 戌
0xE4E1	0x8853	# 術
0xE4E2	0x8FF0	# 述
0xE4E3	0x9265	# 鉥
0xE4E4	0x5D07	# 崇
0xE4E5	0x5D27	# 崧
0xE4E6	0x5D69	# 嵩
0xE4E7	0x745F	# 瑟
0xE4E8	0x819D	# 膝
0xE4E9	0x8768	# 蝨
0xE4EA	0x6FD5	# 濕
0xE4EB	0x62FE	# 拾
0xE4EC	0x7FD2	# 習
0xE4ED	0x8936	# 褶
0xE4EE	0x8972	# 襲
0xE4EF	0x4E1E	# 丞
0xE4F0	0x4E58	# 乘
0xE4F1	0x50E7	# 僧
0xE4F2	0x52DD	# 勝
0xE4F3	0x5347	# 升
0xE4F4	0x627F	# 承
0xE4F5	0x6607	# 昇
0xE4F6	0x7E69	# 繩
0xE4F7	0x8805	# 蠅
0xE4F8	0x965E	# 陞
0xE4F9	0x4F8D	# 侍
0xE4FA	0x5319	# 匙
0xE4FB	0x5636	# 嘶
0xE4FC	0x59CB	# 始
0xE4FD	0x5AA4	# 媤
0xE4FE	0x5C38	# 尸
0xE5A1	0x5C4E	# 屎
0xE5A2	0x5C4D	# 屍
0xE5A3	0x5E02	# 市
0xE5A4	0x5F11	# 弑
0xE5A5	0x6043	# 恃
0xE5A6	0x65BD	# 施
0xE5A7	0x662F	# 是
0xE5A8	0x6642	# 時
0xE5A9	0x676E	# 杮
0xE5AA	0x67F4	# 柴
0xE5AB	0x731C	# 猜
0xE5AC	0x77E2	# 矢
0xE5AD	0x793A	# 示
0xE5AE	0x7FC5	# 翅
0xE5AF	0x8494	# 蒔
0xE5B0	0x84CD	# 蓍
0xE5B1	0x8996	# 視
0xE5B2	0x8A66	# 試
0xE5B3	0x8A69	# 詩
0xE5B4	0x8AE1	# 諡
0xE5B5	0x8C55	# 豕
0xE5B6	0x8C7A	# 豺
0xE5B7	0x57F4	# 埴
0xE5B8	0x5BD4	# 寔
0xE5B9	0x5F0F	# 式
0xE5BA	0x606F	# 息
0xE5BB	0x62ED	# 拭
0xE5BC	0x690D	# 植
0xE5BD	0x6B96	# 殖
0xE5BE	0x6E5C	# 湜
0xE5BF	0x7184	# 熄
0xE5C0	0x7BD2	# 篒
0xE5C1	0x8B58	# 識
0xE5C2	0x8EFE	# 軾
0xE5C3	0x98DF	# 食
0xE5C4	0x98FE	# 飾
0xE5C5	0x8755	# 蝕
0xE5C6	0x4F38	# 伸
0xE5C7	0x4F81	# 侁
0xE5C8	0x4FE1	# 信
0xE5C9	0x547B	# 呻
0xE5CA	0x5A20	# 娠
0xE5CB	0x5BB8	# 宸
0xE5CC	0x613C	# 愼
0xE5CD	0x65B0	# 新
0xE5CE	0x6668	# 晨
0xE5CF	0x71FC	# 燼
0xE5D0	0x7533	# 申
0xE5D1	0x795E	# 神
0xE5D2	0x7D33	# 紳
0xE5D3	0x814E	# 腎
0xE5D4	0x81E3	# 臣
0xE5D5	0x8398	# 莘
0xE5D6	0x85AA	# 薪
0xE5D7	0x85CE	# 藎
0xE5D8	0x8703	# 蜃
0xE5D9	0x8A0A	# 訊
0xE5DA	0x8EAB	# 身
0xE5DB	0x8F9B	# 辛
0xE5DC	0x8FC5	# 迅
0xE5DD	0x5931	# 失
0xE5DE	0x5BA4	# 室
0xE5DF	0x5BE6	# 實
0xE5E0	0x6089	# 悉
0xE5E1	0x5BE9	# 審
0xE5E2	0x5C0B	# 尋
0xE5E3	0x5FC3	# 心
0xE5E4	0x6116	# 愖
0xE5E5	0x6C81	# 沁
0xE5E6	0x6DF1	# 深
0xE5E7	0x700B	# 瀋
0xE5E8	0x751A	# 甚
0xE5E9	0x82AF	# 芯
0xE5EA	0x8AF6	# 諶
