# EUCKP.TXT
0x8FE2DA	0xAF7A	# 꽺
0x8FE2DB	0xAF7B	# 꽻
0x8FE2DC	0xAF7C	# 꽼
0x8FE2DD	0xAF7D	# 꽽
0x8FE2DE	0xAF7E	# 꽾
0x8FE2DF	0xAF7F	# 꽿
0x8FE2E0	0xAF66	# 꽦
0x8FE2E1	0xAF78	# 꽸
0x8FE2E2	0xAFF3	# 꿳
0x8FE2E3	0xAFF5	# 꿵
0x8FE2E4	0xAFF6	# 꿶
0x8FE2E5	0xAFF7	# 꿷
0x8FE2E6	0xAFF9	# 꿹
0x8FE2E7	0xAFFA	# 꿺
0x8FE2E8	0xAFFB	# 꿻
0x8FE2E9	0xAFFC	# 꿼
0x8FE2EA	0xAFFD	# 꿽
0x8FE2EB	0xAFFE	# 꿾
0x8FE2EC	0xAFFF	# 꿿
0x8FE2ED	0xB002	# 뀂
0x8FE2EE	0xB003	# 뀃
0x8FE2EF	0xB006	# 뀆
0x8FE2F0	0xB007	# 뀇
0x8FE2F1	0xB008	# 뀈
0x8FE2F2	0xB009	# 뀉
0x8FE2F3	0xB00A	# 뀊
0x8FE2F4	0xB00B	# 뀋
0x8FE2F5	0xAFF2	# 꿲
0x8FE2F6	0xB533	# 딳
0x8FE2F7	0xB535	# 딵
0x8FE2F8	0xB536	# 딶
0x8FE2F9	0xB537	# 딷
0x8FE2FA	0xB539	# 딹
0x8FE2FB	0xB53A	# 딺
0x8FE2FC	0xB53B	# 딻
0x8FE2FD	0xB53C	# 딼
0x8FE2FE	0xB53D	# 딽
0x8FE3A1	0xB53E	# 딾
0x8FE3A2	0xB542	# 땂
0x8FE3A3	0xB546	# 땆
0x8FE3A4	0xB547	# 땇
0x8FE3A5	0xB548	# 땈
0x8FE3A6	0xB549	# 땉
0x8FE3A7	0xB54A	# 땊
0x8FE3A8	0xB569	# 땩
0x8FE3A9	0xB56B	# 땫
0x8FE3AA	0xB56C	# 땬
0x8FE3AB	0xB56D	# 땭
0x8FE3AC	0xB56E	# 땮
0x8FE3AD	0xB56F	# 땯
0x8FE3AE	0xB571	# 땱
0x8FE3AF	0xB572	# 땲
0x8FE3B0	0xB573	# 땳
0x8FE3B1	0xB574	# 땴
0x8FE3B2	0xB575	# 땵
0x8FE3B3	0xB576	# 땶
0x8FE3B4	0xB577	# 땷
0x8FE3B5	0xB578	# 땸
0x8FE3B6	0xB579	# 땹
0x8FE3B7	0xB57A	# 땺
0x8FE3B8	0xB57B	# 땻
0x8FE3B9	0xB57D	# 땽
0x8FE3BA	0xB57E	# 땾
0x8FE3BB	0xB57F	# 땿
0x8FE3BC	0xB580	# 떀
0x8FE3BD	0xB581	# 떁
0x8FE3BE	0xB582	# 떂
0x8FE3BF	0xB583	# 떃
0x8FE3C0	0xB56A	# 땪
0x8FE3C1	0xB57C	# 땼
0x8FE3C2	0xB5A3	# 떣
0x8FE3C3	0xB5A5	# 떥
0x8FE3C4	0xB5A6	# 떦
0x8FE3C5	0xB5A7	# 떧
0x8FE3C6	0xB5A9	# 떩
0x8FE3C7	0xB5AC	# 떬
0x8FE3C8	0xB5AD	# 떭
0x8FE3C9	0xB5AE	# 떮
0x8FE3CA	0xB5AF	# 떯
0x8FE3CB	0xB5B2	# 떲
0x8FE3CC	0xB5B6	# 떶
0x8FE3CD	0xB5B7	# 떷
0x8FE3CE	0xB5B8	# 떸
0x8FE3CF	0xB5B9	# 떹
0x8FE3D0	0xB5BA	# 떺
0x8FE3D1	0xB5A2	# 떢
0x8FE3D2	0xB5D9	# 뗙
0x8FE3D3	0xB5DB	# 뗛
0x8FE3D4	0xB5DC	# 뗜
0x8FE3D5	0xB5DD	# 뗝
0x8FE3D6	0xB5DE	# 뗞
0x8FE3D7	0xB5DF	# 뗟
0x8FE3D8	0xB5E0	# 뗠
0x8FE3D9	0xB5E1	# 뗡
0x8FE3DA	0xB5E2	# 뗢
0x8FE3DB	0xB5E3	# 뗣
0x8FE3DC	0xB5E4	# 뗤
0x8FE3DD	0xB5E5	# 뗥
0x8FE3DE	0xB5E6	# 뗦
0x8FE3DF	0xB5E7	# 뗧
0x8FE3E0	0xB5E8	# 뗨
0x8FE3E1	0xB5E9	# 뗩
0x8FE3E2	0xB5EA	# 뗪
0x8FE3E3	0xB5EB	# 뗫
0x8FE3E4	0xB5ED	# 뗭
0x8FE3E5	0xB5EE	# 뗮
0x8FE3E6	0xB5EF	# 뗯
0x8FE3E7	0xB5F0	# 뗰
0x8FE3E8	0xB5F1	# 뗱
0x8FE3E9	0xB5F2	# 뗲
0x8FE3EA	0xB5F3	# 뗳
0x8FE3EB	0xB5DA	# 뗚
0x8FE3EC	0xB613	# 똓
0x8FE3ED	0xB615	# 똕
0x8FE3EE	0xB616	# 똖
0x8FE3EF	0xB617	# 똗
0x8FE3F0	0xB619	# 똙
0x8FE3F1	0xB61A	# 똚
0x8FE3F2	0xB61B	# 똛
0x8FE3F3	0xB61C	# 똜
0x8FE3F4	0xB61D	# 똝
0x8FE3F5	0xB61E	# 똞
0x8FE3F6	0xB61F	# 똟
0x8FE3F7	0xB622	# 똢
0x8FE3F8	0xB626	# 똦
0x8FE3F9	0xB627	# 똧
0x8FE3FA	0xB628	# 똨
0x8FE3FB	0xB629	# 똩
0x8FE3FC	0xB62A	# 똪
0x8FE3FD	0xB62B	# 똫
0x8FE3FE	0xB612	# 똒
0x8FE4A1	0xB624	# 똤
0x8FE4A2	0xB681	# 뚁
0x8FE4A3	0xB683	# 뚃
0x8FE4A4	0xB684	# 뚄
0x8FE4A5	0xB685	# 뚅
0x8FE4A6	0xB686	# 뚆
0x8FE4A7	0xB687	# 뚇
0x8FE4A8	0xB688	# 뚈
0x8FE4A9	0xB689	# 뚉
0x8FE4AA	0xB68A	# 뚊
0x8FE4AB	0xB68B	# 뚋
0x8FE4AC	0xB68C	# 뚌
0x8FE4AD	0xB68D	# 뚍
0x8FE4AE	0xB68E	# 뚎
0x8FE4AF	0xB68F	# 뚏
0x8FE4B0	0xB690	# 뚐
0x8FE4B1	0xB691	# 뚑
0x8FE4B2	0xB692	# 뚒
0x8FE4B3	0xB693	# 뚓
0x8FE4B4	0xB695	# 뚕
0x8FE4B5	0xB696	# 뚖
0x8FE4B6	0xB697	# 뚗
0x8FE4B7	0xB698	# 뚘
0x8FE4B8	0xB699	# 뚙
0x8FE4B9	0xB69A	# 뚚
0x8FE4BA	0xB69B	# 뚛
0x8FE4BB	0xB682	# 뚂
0x8FE4BC	0xB694	# 뚔
0x8FE4BD	0xB69F	# 뚟
0x8FE4BE	0xB6A1	# 뚡
0x8FE4BF	0xB6A2	# 뚢
0x8FE4C0	0xB6A3	# 뚣
0x8FE4C1	0xB6A5	# 뚥
0x8FE4C2	0xB6A6	# 뚦
0x8FE4C3	0xB6A7	# 뚧
0x8FE4C4	0xB6A8	# 뚨
0x8FE4C5	0xB6A9	# 뚩
0x8FE4C6	0xB6AA	# 뚪
0x8FE4C7	0xB6AE	# 뚮
0x8FE4C8	0xB6AF	# 뚯
0x8FE4C9	0xB6B2	# 뚲
0x8FE4CA	0xB6B3	# 뚳
0x8FE4CB	0xB6B4	# 뚴
0x8FE4CC	0xB6B5	# 뚵
0x8FE4CD	0xB6B6	# 뚶
0x8FE4CE	0xB6B7	# 뚷
0x8FE4CF	0xB69E	# 뚞
0x8FE4D0	0xB6B0	# 뚰
0x8FE4D1	0xB70D	# 뜍
0x8FE4D2	0xB70F	# 뜏
0x8FE4D3	0xB710	# 뜐
0x8FE4D4	0xB711	# 뜑
0x8FE4D5	0xB712	# 뜒
0x8FE4D6	0xB713	# 뜓
0x8FE4D7	0xB714	# 뜔
0x8FE4D8	0xB715	# 뜕
0x8FE4D9	0xB716	# 뜖
0x8FE4DA	0xB717	# 뜗
0x8FE4DB	0xB718	# 뜘
0x8FE4DC	0xB719	# 뜙
0x8FE4DD	0xB71A	# 뜚
0x8FE4DE	0xB71B	# 뜛
0x8FE4DF	0xB71C	# 뜜
0x8FE4E0	0xB71D	# 뜝
0x8FE4E1	0xB71E	# 뜞
0x8FE4E2	0xB71F	# 뜟
0x8FE4E3	0xB721	# 뜡
0x8FE4E4	0xB722	# 뜢
0x8FE4E5	0xB723	# 뜣
0x8FE4E6	0xB724	# 뜤
0x8FE4E7	0xB725	# 뜥
0x8FE4E8	0xB726	# 뜦
0x8FE4E9	0xB727	# 뜧
0x8FE4EA	0xB70E	# 뜎
0x8FE4EB	0xB720	# 뜠
0x8FE4EC	0xB72B	# 뜫
0x8FE4ED	0xB72D	# 뜭
0x8FE4EE	0xB72E	# 뜮
0x8FE4EF	0xB731	# 뜱
0x8FE4F0	0xB732	# 뜲
0x8FE4F1	0xB733	# 뜳
0x8FE4F2	0xB734	# 뜴
0x8FE4F3	0xB735	# 뜵
0x8FE4F4	0xB736	# 뜶
0x8FE4F5	0xB737	# 뜷
0x8FE4F6	0xB73A	# 뜺
0x8FE4F7	0xB73E	# 뜾
0x8FE4F8	0xB73F	# 뜿
0x8FE4F9	0xB740	# 띀
0x8FE4FA	0xB741	# 띁
0x8FE4FB	0xB742	# 띂
0x8FE4FC	0xB743	# 띃
0x8FE4FD	0xB72A	# 뜪
0x8FE4FE	0xB73C	# 뜼
0x8FE5A1	0xB763	# 띣
0x8FE5A2	0xB765	# 띥
0x8FE5A3	0xB766	# 띦
0x8FE5A4	0xB767	# 띧
0x8FE5A5	0xB769	# 띩
0x8FE5A6	0xB76A	# 띪
0x8FE5A7	0xB76B	# 띫
0x8FE5A8	0xB76C	# 띬
0x8FE5A9	0xB76D	# 띭
0x8FE5AA	0xB76E	# 띮
0x8FE5AB	0xB76F	# 띯
0x8FE5AC	0xB772	# 띲
0x8FE5AD	0xB776	# 띶
0x8FE5AE	0xB777	# 띷
0x8FE5AF	0xB778	# 띸
0x8FE5B0	0xB779	# 띹
0x8FE5B1	0xB77A	# 띺
0x8FE5B2	0xB77B	# 띻
0x8FE5B3	0xB762	# 띢
0x8FE5B4	0xB774	# 띴
0x8FE5B5	0xB54F	# 땏
0x8FE5B6	0xB551	# 땑
0x8FE5B7	0xB552	# 땒
0x8FE5B8	0xB553	# 땓
0x8FE5B9	0xB555	# 땕
0x8FE5BA	0xB556	# 땖
0x8FE5BB	0xB557	# 땗
0x8FE5BC	0xB558	# 땘
0x8FE5BD	0xB559	# 땙
0x8FE5BE	0xB55A	# 땚
0x8FE5BF	0xB55B	# 땛
0x8FE5C0	0xB55E	# 땞
0x8FE5C1	0xB562	# 땢
0x8FE5C2	0xB563	# 땣
0x8FE5C3	0xB564	# 땤
0x8FE5C4	0xB565	# 땥
0x8FE5C5	0xB566	# 땦
0x8FE5C6	0xB567	# 땧
0x8FE5C7	0xB54E	# 땎
0x8FE5C8	0xB584	# 떄
0x8FE5C9	0xB585	# 떅
0x8FE5CA	0xB587	# 떇
0x8FE5CB	0xB588	# 떈
0x8FE5CC	0xB589	# 떉
0x8FE5CD	0xB58A	# 떊
0x8FE5CE	0xB58B	# 떋
0x8FE5CF	0xB58C	# 떌
0x8FE5D0	0xB58D	# 떍
0x8FE5D1	0xB58E	# 떎
0x8FE5D2	0xB58F	# 떏
0x8FE5D3	0xB590	# 떐
0x8FE5D4	0xB591	# 떑
0x8FE5D5	0xB592	# 떒
0x8FE5D6	0xB593	# 떓
0x8FE5D7	0xB594	# 떔
0x8FE5D8	0xB595	# 떕
0x8FE5D9	0xB596	# 떖
0x8FE5DA	0xB597	# 떗
0x8FE5DB	0xB599	# 떙
0x8FE5DC	0xB59A	# 떚
0x8FE5DD	0xB59B	# 떛
0x8FE5DE	0xB59C	# 떜
0x8FE5DF	0xB59D	# 떝
0x8FE5E0	0xB59E	# 떞
0x8FE5E1	0xB59F	# 떟
0x8FE5E2	0xB586	# 떆
0x8FE5E3	0xB598	# 떘
0x8FE5E4	0xB5BF	# 떿
0x8FE5E5	0xB5C1	# 뗁
0x8FE5E6	0xB5C2	# 뗂
0x8FE5E7	0xB5C3	# 뗃
0x8FE5E8	0xB5C5	# 뗅
0x8FE5E9	0xB5C6	# 뗆
0x8FE5EA	0xB5C7	# 뗇
0x8FE5EB	0xB5C8	# 뗈
0x8FE5EC	0xB5C9	# 뗉
0x8FE5ED	0xB5CA	# 뗊
0x8FE5EE	0xB5CB	# 뗋
0x8FE5EF	0xB5CE	# 뗎
0x8FE5F0	0xB5D2	# 뗒
0x8FE5F1	0xB5D3	# 뗓
0x8FE5F2	0xB5D4	# 뗔
0x8FE5F3	0xB5D5	# 뗕
0x8FE5F4	0xB5D6	# 뗖
0x8FE5F5	0xB5D7	# 뗗
0x8FE5F6	0xB5BE	# 떾
0x8FE5F7	0xB5F4	# 뗴
0x8FE5F8	0xB5F5	# 뗵
0x8FE5F9	0xB5F7	# 뗷
0x8FE5FA	0xB5F8	# 뗸
0x8FE5FB	0xB5F9	# 뗹
0x8FE5FC	0xB5FA	# 뗺
0x8FE5FD	0xB5FB	# 뗻
0x8FE5FE	0xB5FC	# 뗼
0x8FE6A1	0xB5FD	# 뗽
0x8FE6A2	0xB5FE	# 뗾
0x8FE6A3	0xB5FF	# 뗿
0x8FE6A4	0xB600	# 똀
0x8FE6A5	0xB601	# 똁
0x8FE6A6	0xB602	# 똂
0x8FE6A7	0xB603	# 똃
0x8FE6A8	0xB604	# 똄
0x8FE6A9	0xB605	# 똅
0x8FE6AA	0xB606	# 똆
0x8FE6AB	0xB607	# 똇
0x8FE6AC	0xB609	# 똉
0x8FE6AD	0xB60A	# 똊
0x8FE6AE	0xB60B	# 똋
0x8FE6AF	0xB60C	# 똌
0x8FE6B0	0xB60D	# 똍
0x8FE6B1	0xB60E	# 똎
0x8FE6B2	0xB60F	# 똏
0x8FE6B3	0xB5F6	# 뗶
0x8FE6B4	0xB608	# 똈
0x8FE6B5	0xB665	# 뙥
0x8FE6B6	0xB667	# 뙧
0x8FE6B7	0xB669	# 뙩
0x8FE6B8	0xB66A	# 뙪
0x8FE6B9	0xB66B	# 뙫
0x8FE6BA	0xB66C	# 뙬
0x8FE6BB	0xB66D	# 뙭
0x8FE6BC	0xB66E	# 뙮
0x8FE6BD	0xB66F	# 뙯
0x8FE6BE	0xB670	# 뙰
0x8FE6BF	0xB671	# 뙱
0x8FE6C0	0xB672	# 뙲
0x8FE6C1	0xB673	# 뙳
0x8FE6C2	0xB674	# 뙴
0x8FE6C3	0xB675	# 뙵
0x8FE6C4	0xB676	# 뙶
0x8FE6C5	0xB677	# 뙷
0x8FE6C6	0xB679	# 뙹
0x8FE6C7	0xB67A	# 뙺
0x8FE6C8	0xB67B	# 뙻
0x8FE6C9	0xB67C	# 뙼
0x8FE6CA	0xB67D	# 뙽
0x8FE6CB	0xB67E	# 뙾
0x8FE6CC	0xB67F	# 뙿
0x8FE6CD	0xB666	# 뙦
0x8FE6CE	0xB678	# 뙸
0x8FE6CF	0xB6F1	# 뛱
0x8FE6D0	0xB6F3	# 뛳
0x8FE6D1	0xB6F5	# 뛵
0x8FE6D2	0xB6F6	# 뛶
0x8FE6D3	0xB6F7	# 뛷
0x8FE6D4	0xB6F9	# 뛹
0x8FE6D5	0xB6FA	# 뛺
0x8FE6D6	0xB6FB	# 뛻
0x8FE6D7	0xB6FC	# 뛼
0x8FE6D8	0xB6FD	# 뛽
0x8FE6D9	0xB6FE	# 뛾
0x8FE6DA	0xB6FF	# 뛿
0x8FE6DB	0xB702	# 뜂
0x8FE6DC	0xB703	# 뜃
0x8FE6DD	0xB706	# 뜆
0x8FE6DE	0xB707	# 뜇
0x8FE6DF	0xB708	# 뜈
0x8FE6E0	0xB709	# 뜉
0x8FE6E1	0xB70A	# 뜊
0x8FE6E2	0xB70B	# 뜋
0x8FE6E3	0xB6F2	# 뛲
0x8FE6E4	0xB704	# 뜄
0x8FE6E5	0xB747	# 띇
0x8FE6E6	0xB749	# 띉
0x8FE6E7	0xB74A	# 띊
0x8FE6E8	0xB74B	# 띋
0x8FE6E9	0xB74D	# 띍
0x8FE6EA	0xB74E	# 띎
0x8FE6EB	0xB74F	# 띏
0x8FE6EC	0xB750	# 띐
0x8FE6ED	0xB751	# 띑
0x8FE6EE	0xB752	# 띒
0x8FE6EF	0xB753	# 띓
0x8FE6F0	0xB756	# 띖
0x8FE6F1	0xB757	# 띗
0x8FE6F2	0xB75A	# 띚
0x8FE6F3	0xB75B	# 띛
0x8FE6F4	0xB75C	# 띜
0x8FE6F5	0xB75D	# 띝
0x8FE6F6	0xB75E	# 띞
0x8FE6F7	0xB75F	# 띟
0x8FE6F8	0xB746	# 띆
0x8FE6F9	0xB758	# 띘
0x8FE6FA	0xB62D	# 똭
0x8FE6FB	0xB62F	# 똯
0x8FE6FC	0xB631	# 똱
0x8FE6FD	0xB632	# 똲
0x8FE6FE	0xB633	# 똳
0x8FE7A1	0xB635	# 똵
0x8FE7A2	0xB636	# 똶
0x8FE7A3	0xB637	# 똷
0x8FE7A4	0xB638	# 똸
0x8FE7A5	0xB639	# 똹
0x8FE7A6	0xB63A	# 똺
0x8FE7A7	0xB63B	# 똻
0x8FE7A8	0xB63C	# 똼
0x8FE7A9	0xB63D	# 똽
0x8FE7AA	0xB63E	# 똾
0x8FE7AB	0xB63F	# 똿
0x8FE7AC	0xB641	# 뙁
0x8FE7AD	0xB642	# 뙂
0x8FE7AE	0xB643	# 뙃
0x8FE7AF	0xB644	# 뙄
0x8FE7B0	0xB645	# 뙅
0x8FE7B1	0xB646	# 뙆
0x8FE7B2	0xB647	# 뙇
0x8FE7B3	0xB62E	# 똮
0x8FE7B4	0xB640	# 뙀
0x8FE7B5	0xB6B9	# 뚹
0x8FE7B6	0xB6BB	# 뚻
0x8FE7B7	0xB6BC	# 뚼
0x8FE7B8	0xB6BD	# 뚽
0x8FE7B9	0xB6BE	# 뚾
0x8FE7BA	0xB6BF	# 뚿
0x8FE7BB	0xB6C0	# 뛀
0x8FE7BC	0xB6C1	# 뛁
0x8FE7BD	0xB6C2	# 뛂
0x8FE7BE	0xB6C3	# 뛃
0x8FE7BF	0xB6C4	# 뛄
0x8FE7C0	0xB6C5	# 뛅
0x8FE7C1	0xB6C6	# 뛆
0x8FE7C2	0xB6C7	# 뛇
0x8FE7C3	0xB6C8	# 뛈
0x8FE7C4	0xB6C9	# 뛉
0x8FE7C5	0xB6CA	# 뛊
0x8FE7C6	0xB6CB	# 뛋
0x8FE7C7	0xB6CD	# 뛍
0x8FE7C8	0xB6CE	# 뛎
0x8FE7C9	0xB6CF	# 뛏
0x8FE7CA	0xB6D0	# 뛐
0x8FE7CB	0xB6D1	# 뛑
0x8FE7CC	0xB6D2	# 뛒
0x8FE7CD	0xB6D3	# 뛓
0x8FE7CE	0xB6BA	# 뚺
0x8FE7CF	0xB64B	# 뙋
0x8FE7D0	0xB64C	# 뙌
0x8FE7D1	0xB64D	# 뙍
0x8FE7D2	0xB64E	# 뙎
0x8FE7D3	0xB64F	# 뙏
0x8FE7D4	0xB650	# 뙐
0x8FE7D5	0xB651	# 뙑
0x8FE7D6	0xB652	# 뙒
0x8FE7D7	0xB653	# 뙓
0x8FE7D8	0xB654	# 뙔
0x8FE7D9	0xB655	# 뙕
0x8FE7DA	0xB656	# 뙖
0x8FE7DB	0xB657	# 뙗
0x8FE7DC	0xB658	# 뙘
0x8FE7DD	0xB659	# 뙙
0x8FE7DE	0xB65A	# 뙚
0x8FE7DF	0xB65B	# 뙛
0x8FE7E0	0xB65D	# 뙝
0x8FE7E1	0xB65E	# 뙞
0x8FE7E2	0xB65F	# 뙟
0x8FE7E3	0xB660	# 뙠
0x8FE7E4	0xB661	# 뙡
0x8FE7E5	0xB662	# 뙢
0x8FE7E6	0xB663	# 뙣
0x8FE7E7	0xB64A	# 뙊
0x8FE7E8	0xB65C	# 뙜
0x8FE7E9	0xB6D5	# 뛕
0x8FE7EA	0xB6D7	# 뛗
0x8FE7EB	0xB6D8	# 뛘
0x8FE7EC	0xB6D9	# 뛙
0x8FE7ED	0xB6DA	# 뛚
0x8FE7EE	0xB6DB	# 뛛
0x8FE7EF	0xB6DC	# 뛜
0x8FE7F0	0xB6DD	# 뛝
0x8FE7F1	0xB6DE	# 뛞
0x8FE7F2	0xB6DF	# 뛟
0x8FE7F3	0xB6E0	# 뛠
0x8FE7F4	0xB6E1	# 뛡
0x8FE7F5	0xB6E2	# 뛢
0x8FE7F6	0xB6E3	# 뛣
0x8FE7F7	0xB6E4	# 뛤
0x8FE7F8	0xB6E5	# 뛥
0x8FE7F9	0xB6E6	# 뛦
0x8FE7FA	0xB6E7	# 뛧
0x8FE7FB	0xB6E9	# 뛩
0x8FE7FC	0xB6EA	# 뛪
0x8FE7FD	0xB6EB	# 뛫
0x8FE7FE	0xB6EC	# 뛬
0x8FE8A1	0xB6ED	# 뛭
0x8FE8A2	0xB6EE	# 뛮
0x8FE8A3	0xB6EF	# 뛯
0x8FE8A4	0xB6D6	# 뛖
0x8FE8A5	0xB6E8	# 뛨
0x8FE8A6	0xBE63	# 빣
0x8FE8A7	0xBE65	# 빥
0x8FE8A8	0xBE66	# 빦
0x8FE8A9	0xBE67	# 빧
0x8FE8AA	0xBE69	# 빩
0x8FE8AB	0xBE6B	# 빫
0x8FE8AC	0xBE6C	# 빬
0x8FE8AD	0xBE6D	# 빭
0x8FE8AE	0xBE6E	# 빮
0x8FE8AF	0xBE6F	# 빯
0x8FE8B0	0xBE72	# 빲
0x8FE8B1	0xBE76	# 빶
0x8FE8B2	0xBE77	# 빷
0x8FE8B3	0xBE78	# 빸
0x8FE8B4	0xBE79	# 빹
0x8FE8B5	0xBE7A	# 빺
0x8FE8B6	0xBE62	# 빢
0x8FE8B7	0xBE9B	# 뺛
0x8FE8B8	0xBE9D	# 뺝
0x8FE8B9	0xBE9E	# 뺞
0x8FE8BA	0xBE9F	# 뺟
0x8FE8BB	0xBEA0	# 뺠
0x8FE8BC	0xBEA1	# 뺡
0x8FE8BD	0xBEA2	# 뺢
0x8FE8BE	0xBEA3	# 뺣
0x8FE8BF	0xBEA4	# 뺤
0x8FE8C0	0xBEA5	# 뺥
0x8FE8C1	0xBEA6	# 뺦
0x8FE8C2	0xBEA7	# 뺧
0x8FE8C3	0xBEA9	# 뺩
0x8FE8C4	0xBEAA	# 뺪
0x8FE8C5	0xBEAB	# 뺫
0x8FE8C6	0xBEAD	# 뺭
0x8FE8C7	0xBEAE	# 뺮
0x8FE8C8	0xBEAF	# 뺯
0x8FE8C9	0xBEB0	# 뺰
0x8FE8CA	0xBEB1	# 뺱
0x8FE8CB	0xBEB2	# 뺲
0x8FE8CC	0xBEB3	# 뺳
0x8FE8CD	0xBE9A	# 뺚
0x8FE8CE	0xBEAC	# 뺬
0x8FE8CF	0xBED3	# 뻓
0x8FE8D0	0xBED5	# 뻕
0x8FE8D1	0xBED6	# 뻖
0x8FE8D2	0xBED9	# 뻙
0x8FE8D3	0xBEDA	# 뻚
0x8FE8D4	0xBEDB	# 뻛
0x8FE8D5	0xBEDC	# 뻜
0x8FE8D6	0xBEDD	# 뻝
0x8FE8D7	0xBEDE	# 뻞
0x8FE8D8	0xBEDF	# 뻟
0x8FE8D9	0xBEE1	# 뻡
0x8FE8DA	0xBEE2	# 뻢
0x8FE8DB	0xBEE6	# 뻦
0x8FE8DC	0xBEE7	# 뻧
0x8FE8DD	0xBEE8	# 뻨
0x8FE8DE	0xBEE9	# 뻩
0x8FE8DF	0xBEEA	# 뻪
0x8FE8E0	0xBEEB	# 뻫
0x8FE8E1	0xBED2	# 뻒
0x8FE8E2	0xBF0B	# 뼋
0x8FE8E3	0xBF0C	# 뼌
0x8FE8E4	0xBF0D	# 뼍
0x8FE8E5	0xBF0E	# 뼎
0x8FE8E6	0xBF0F	# 뼏
0x8FE8E7	0xBF10	# 뼐
0x8FE8E8	0xBF11	# 뼑
0x8FE8E9	0xBF12	# 뼒
0x8FE8EA	0xBF13	# 뼓
0x8FE8EB	0xBF14	# 뼔
0x8FE8EC	0xBF15	# 뼕
0x8FE8ED	0xBF16	# 뼖
0x8FE8EE	0xBF17	# 뼗
0x8FE8EF	0xBF1A	# 뼚
0x8FE8F0	0xBF1E	# 뼞
0x8FE8F1	0xBF1F	# 뼟
0x8FE8F2	0xBF20	# 뼠
0x8FE8F3	0xBF21	# 뼡
0x8FE8F4	0xBF22	# 뼢
0x8FE8F5	0xBF23	# 뼣
0x8FE8F6	0xBF0A	# 뼊
0x8FE8F7	0xBF43	# 뽃
0x8FE8F8	0xBF45	# 뽅
0x8FE8F9	0xBF46	# 뽆
0x8FE8FA	0xBF47	# 뽇
0x8FE8FB	0xBF49	# 뽉
0x8FE8FC	0xBF4A	# 뽊
0x8FE8FD	0xBF4B	# 뽋
0x8FE8FE	0xBF4C	# 뽌
0x8FE9A1	0xBF4D	# 뽍
0x8FE9A2	0xBF4E	# 뽎
0x8FE9A3	0xBF4F	# 뽏
0x8FE9A4	0xBF52	# 뽒
0x8FE9A5	0xBF56	# 뽖
0x8FE9A6	0xBF57	# 뽗
0x8FE9A7	0xBF58	# 뽘
0x8FE9A8	0xBF59	# 뽙
0x8FE9A9	0xBF5A	# 뽚
0x8FE9AA	0xBF5B	# 뽛
0x8FE9AB	0xBF42	# 뽂
0x8FE9AC	0xBF54	# 뽔
0x8FE9AD	0xBFB1	# 뾱
0x8FE9AE	0xBFB3	# 뾳
0x8FE9AF	0xBFB4	# 뾴
0x8FE9B0	0xBFB5	# 뾵
0x8FE9B1	0xBFB6	# 뾶
0x8FE9B2	0xBFB7	# 뾷
0x8FE9B3	0xBFB8	# 뾸
0x8FE9B4	0xBFB9	# 뾹
0x8FE9B5	0xBFBA	# 뾺
0x8FE9B6	0xBFBB	# 뾻
0x8FE9B7	0xBFBC	# 뾼
0x8FE9B8	0xBFBD	# 뾽
0x8FE9B9	0xBFBE	# 뾾
0x8FE9BA	0xBFBF	# 뾿
0x8FE9BB	0xBFC0	# 뿀
0x8FE9BC	0xBFC1	# 뿁
0x8FE9BD	0xBFC2	# 뿂
0x8FE9BE	0xBFC3	# 뿃
0x8FE9BF	0xBFC6	# 뿆
0x8FE9C0	0xBFC7	# 뿇
0x8FE9C1	0xBFC8	# 뿈
0x8FE9C2	0xBFC9	# 뿉
0x8FE9C3	0xBFCA	# 뿊
0x8FE9C4	0xBFCB	# 뿋
0x8FE9C5	0xBFB2	# 뾲
0x8FE9C6	0xBFC4	# 뿄
0x8FE9C7	0xBFCF	# 뿏
0x8FE9C8	0xBFD1	# 뿑
0x8FE9C9	0xBFD2	# 뿒
0x8FE9CA	0xBFD3	# 뿓
0x8FE9CB	0xBFD5	# 뿕
0x8FE9CC	0xBFD6	# 뿖
0x8FE9CD	0xBFD7	# 뿗
0x8FE9CE	0xBFD8	# 뿘
0x8FE9CF	0xBFD9	# 뿙
0x8FE9D0	0xBFDA	# 뿚
0x8FE9D1	0xBFDB	# 뿛
0x8FE9D2	0xBFDE	# 뿞
0x8FE9D3	0xBFE2	# 뿢
0x8FE9D4	0xBFE3	# 뿣
0x8FE9D5	0xBFE4	# 뿤
0x8FE9D6	0xBFE5	# 뿥
0x8FE9D7	0xBFE6	# 뿦
0x8FE9D8	0xBFE7	# 뿧
0x8FE9D9	0xBFCE	# 뿎
0x8FE9DA	0xBFE0	# 뿠
0x8FE9DB	0xC03D	# 쀽
0x8FE9DC	0xC03F	# 쀿
0x8FE9DD	0xC040	# 쁀
0x8FE9DE	0xC041	# 쁁
0x8FE9DF	0xC042	# 쁂
0x8FE9E0	0xC043	# 쁃
0x8FE9E1	0xC044	# 쁄
0x8FE9E2	0xC045	# 쁅
0x8FE9E3	0xC046	# 쁆
0x8FE9E4	0xC047	# 쁇
0x8FE9E5	0xC048	# 쁈
0x8FE9E6	0xC049	# 쁉
0x8FE9E7	0xC04A	# 쁊
0x8FE9E8	0xC04B	# 쁋
